hotel name,User Name,Country,Room Info,Stay Date,Traveller Type,Review Title,Rating,Happy Review,Unhappy Review,Review Date,Scraped At
Campbell Inn,Vijay,Australia,Bed in 8-Beds Mixed Dorm Room,1 night · May 2023,Solo traveller,Just a average for one night purpose only!,4,Room need to be bigger if 6 people occupying very much cramped,Noicy in late night,Reviewed: 9 May 2023,2024-02-11T08:02:11.694Z
Campbell Inn,Tasha,Russia,Bed in 12-Beds Mixed Dormitory Room,4 nights · February 2023,Solo traveller,Pleasant,6,"Good aircon, nice girl at the check in counter, always smiling and happy to answer your questions)",Cockroaches in the kitchen and dining area,Reviewed: 28 March 2023,2024-02-11T08:02:21.936Z
Campbell Inn,Yujin,South Korea,Bed in 12-Beds Mixed Dormitory Room,2 nights · February 2023,Solo traveller,Pleasant,6,"at least low price (but, no still cheap compare to singapole averagy)","location, toilet, loud",Reviewed: 17 March 2023,2024-02-11T08:02:21.936Z
Campbell Inn,Kumar,Fiji,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2022,Solo traveller,Not happy,4,Flexibility,Cleanliness and should have atlist breakfast or coffee.the top bed should be covered not exposed to room occupants.,Reviewed: 4 January 2023,2024-02-11T08:02:21.936Z
Campbell Inn,Hai,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2022,Solo traveller,Pleasant,6,"The location, n the receptionists","Bathrooms overly small, don't look  clean. Extention is hard.",Reviewed: 1 December 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Sai,India,Bed in 12-Beds Mixed Dormitory Room,4 nights · July 2022,Solo traveller,Passable,5,Near to little India,bathroom not clean,Reviewed: 25 July 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Sonam,India,Bed in 8-Beds Mixed Dorm Room,5 nights · June 2022,Solo traveller,Passable,5,The hostel is affordable and neat to 3 metro stations.,"There were no separate female dormitary which made the stay uncomfortable. Also the lobby and kitchen area was stinky and dirty.  The bathrooms and washrooms were dirty to another level. I wish I could have shifted someplace else.  If I were to visit Singapore again, i would spend a little extra and stay someplace decent and more hygienic.",Reviewed: 4 July 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Abhilash,India,Bed in 8-Beds Mixed Dorm Room,29 nights · June 2022,Solo traveller,horrible because of bed bugs,4,This is not the first time i am staying in campbell Inn previously in2019 also i stayed there. the area is good surrounded by all the indian restaurants and also in walkable distance to many places,The new receptionist in the front desk is very rude i had seen the lady behaving very ride to the SriLankan guy very rudely couple of times I felt very bad for them even though i am from India i never except someone from the front desk talking to the guests that rudely. the place is full of bed bugs when compared to last time and full of rats chasing one another from room to room.  bed bugs are horrible.hope they continue the cleaning process like before. in 2019 the place is good but now its lost its charm.,Reviewed: 21 June 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Muhammad,Malaysia,Bed in 12-Beds Mixed Dormitory Room,1 night · June 2022,Solo traveller,Passable,5,near to MRT!,,Reviewed: 18 June 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Egor,Czech Republic,Bed in 12-Beds Mixed Dormitory Room,3 nights · May 2022,Solo traveller,Avoid if you can. Pay a couple of more dollars for a decent hostel. No backpackers.,4,"Location is great, it's in the heart of Little India with many cheap hawkers at Teka centre and MRT around the corner","Jesus Christ, it was the worst experience ever. There was mold right over my head on the ceiling, but I couldn't get another bed. The showers are small and extremely dirty, the rooms are small and there is no space for luggage, no privacy. No towels, no necessities, absolutely nothing.",Reviewed: 3 June 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Sampasivam,Sri Lanka,Bed in 12-Bed Female Dormitory Room,2 nights · May 2022,Solo traveller,Disappointing,4,Location is ok,not satisfactory,Reviewed: 19 May 2022,2024-02-11T08:02:21.936Z
Campbell Inn,Noah,Germany,2 Beds in 12-Beds Mixed Dormitory Room,2 nights · May 2022,Group,"touch and go was alright, not stay longer than 2 nights",5,Location was good and host was nicecheapest hostel in Singapore,I‘d rather shower in hell than in those bathrooms,Reviewed: 10 May 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Jokka2,Indonesia,Bed in 12-Beds Mixed Dormitory Room,1 night · May 2022,Solo traveller,I stay just one night and i got dormitory with 12 bunkbed. It was so crowded and full.,5,The staff is nice and helpful,Toilet area are dirty and shower room very small.,Reviewed: 9 May 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Umar,Singapore,Bed in 12-Beds Mixed Dormitory Room,2 nights · April 2022,Solo traveller,Stay temporary not coming back even I extended my stay.,4,Staff helpful. But basic facilities very poor maintain and rubbish pile up,Almost all,Reviewed: 29 April 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Jorge,Spain,Bed in 12-Beds Mixed Dormitory Room,1 night · April 2022,Solo traveller,Not recommended,5,the cheapest of singapore,"Dirty, old",Reviewed: 16 April 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Lee,Singapore,Bed in 12-Bed Female Dormitory Room,1 night · April 2022,Solo traveller,Disappointing,4,Dust in black & Cobweb at my top bunker wall. Never clean.,Toilet doors not working & strewn bed-sheets at washing machine area.,Reviewed: 7 April 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Sonja,Germany,Bed in 12-Beds Mixed Dormitory Room,4 nights · January 2024,Solo traveller,Disappointing,4,"Beds were okay with a curtain each for privacy, small(!) kitchen area and free water.","Showers extremely small, bathrooms quite disgusting, ants at the sinks and the entire bathroom floor is wet all the time... Also, no kitchen utensils whatsoever apart from some soap and a microwave. A/C remote was with the staff, so you had to ask them to turn it up or down every single time...wouldnt recommend it.",Reviewed: 30 January 2024,2024-02-11T08:02:32.901Z
Campbell Inn,Zoe,Ireland,2 Beds in 12-Beds Mixed Dormitory Room,3 nights · July 2022,Couple,Wouldn't stay again,5,Good location.,"No space in the room to get dressed or anywhere to put your luggage. Everything in the lads bathroom seemed to be broken which meant the lads used the girls bathroom & showers. Not ideal. Staff were rude. Don't get your laundry done here. They returned my laundry (thrown into my bag, not folded) & it was still wet. No care taken at all. You can't pay for your stay by card at the hostel either. Wifi isn't great. The lamps by your bed are hanging off the wall. No value for money here.",Reviewed: 16 July 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Thaneswaran,Malaysia,Bed in 12-Beds Mixed Dormitory Room,7 nights · May 2022,Solo traveller,Passable,5,Nothing to say,"Toilet,bed room",Reviewed: 13 June 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Priyanka,India,Bed in 12-Beds Mixed Dormitory Room,1 night · May 2022,Solo traveller,its ok stay not that good,4,Ahaa property was in center of little in but very unhygienic n unclean,cleaning and hygienic and not worth to money,Reviewed: 2 June 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Hassan,Sri Lanka,Bed in 12-Beds Mixed Dormitory Room,5 nights · April 2022,Solo traveller,Disappointing,4,The staff Roy seems to be friendly,The rooms weren't properly cleaned neither the bathroom,Reviewed: 20 April 2022,2024-02-11T08:02:32.901Z
Campbell Inn,Omegatravels,Sri Lanka,Bed in 12-Beds Mixed Dormitory Room,6 nights · April 2022,Solo traveller,Poor,5,"Staff good, lobby good","Bathroom not clean, so many beds in the room, upper beds not compatable",Reviewed: 15 April 2022,2024-02-11T08:02:42.582Z
Campbell Inn,Bahrudeen,India,Bed in 12-Beds Mixed Dormitory Room,4 nights · March 2023,Solo traveller,Passable,5,,No airconditioner working,Reviewed: 15 March 2023,2024-02-11T08:02:42.582Z
Campbell Inn,Gosin,Thailand,Bed in 8-Beds Mixed Dorm Room,3 nights · January 2023,Solo traveller,Passable,5,Please refund our deposit 20 dollars back to our credit card,non,Reviewed: 6 January 2023,2024-02-11T08:02:42.582Z
Campbell Inn,A,Turkey,Bed in 8-Beds Mixed Dorm Room,1 night · February 2024,Solo traveller,Exceptional,10,"Comfortable, staff clean the whole place very often. Additionally, the staff there always greets guests with happy smiles.I would like to recommend this hostel to travellers.","Not safe enough. If you are ladies, it can be quite inconvenient. Sometimes there will be many unwanted friendly invites come to bother the staff and there are no security guards in case of an emergency.",Reviewed: 2 February 2024,2024-02-11T08:02:42.582Z
Campbell Inn,Furqan--solo,Pakistan,Bed in 12-Beds Mixed Dormitory Room,2 nights · January 2024,Solo traveller,Exceptional,10,Nice experience,Best experience,Reviewed: 1 February 2024,2024-02-11T08:02:42.582Z
Campbell Inn,Than,Myanmar,Bed in 12-Beds Mixed Dormitory Room,1 night · January 2024,Solo traveller,Exceptional,10,"Best place for tourists. Comfortable and very clean, good customer service.",Crowded,Reviewed: 29 January 2024,2024-02-11T08:02:42.582Z
Campbell Inn,Louie,Philippines,Bed in 12-Beds Mixed Dormitory Room,1 night · January 2024,Group,Exceptional,10,The staff and the place is exceptional when it comes to value and location,I didnt like the time that we stayed there because of the people we shared room with. They are noisy eventhough we are sleeping already. They didnt even put out the light because they said they are working on something. They should have use the individual lamp that was provided for every bed,Reviewed: 6 January 2024,2024-02-11T08:02:42.582Z
Campbell Inn,Kelly,Thailand,Bed in 8-Beds Mixed Dorm Room,1 night · December 2023,Solo traveller,Exceptional,10,Experience i have stayed in Campbell Inn a few times is staff is very polite and nice. The price is cheap and the location is good.,"The toilet is not clean, the bathroom has a lot of trash and very slippery.",Reviewed: 31 December 2023,2024-02-11T08:02:42.582Z
Campbell Inn,Julien,Canada,Bed in 12-Beds Mixed Dormitory Room,3 nights · December 2023,Solo traveller,Good,7,"first criteria pricemultiple dorms with aircon (on schedule/demand). small locker available, need your own padlock or buy one.shared bathrooms on multiple floors: separated between shower and toilet (not necessarily in the region)water fountain hot+coldsmall kitchen (max 6-8p for table)laundry service: 10 sgd per load.common problem with dorms when heavy snoring people. staff allowed me to switch dorm.",,Reviewed: 30 December 2023,2024-02-11T08:02:42.582Z
Campbell Inn,Indarti,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,Soft price and good location. Staff was super friendly and polite.,The toilet is very dirty. The room is also messy.,Reviewed: 23 December 2023,2024-02-11T08:02:42.582Z
Campbell Inn,Kalpa,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,"The location is good, the staff really nice and helpful as they trying to resolve our problems.",Noisy,Reviewed: 22 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Indarti,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,"The staff members was very friendly, nice and polite.",The toilet and bathroom are not clean. Hope improve next time.,Reviewed: 20 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Indarti,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,"Perfect location near the market and train station. The lady running it was very helpful and the girl who was cleaning the hostel was very kind, she lent me an umbrella because it was raining. I would really recommend this hostel i had a good stay.","The only negative is they turn off the aircon in the afternoon when I'm still sleeping, even though the weather outside is very hot. The toilet is not really clean.",Reviewed: 16 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Kalpa,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,I like everything about this hostel . The staff was friendly and helpful. Very near Mrt station. I highly recommend this hoste.,There have cockroach in the room and the room was really smelly. I hope it will be improved next time.,Reviewed: 14 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Indarti,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,"Basic shared accomodation. I stayed here for about 1 week and it's an average place. I stayed here cause I had no other place to stay cause I made a booking at Atlantis@531 which is a hopeless place with pathetic service and cleanliness. I must stress on the fact that it's a Labour camp and not a Hostel. That place should be de listed from all booking platform for travellers. Compared to that, Campbell inn is heaven, customer service is good, staff friendly, room is clean and atmosphere is good. I really recommend this hostel to travellers and i will be back again.",,Reviewed: 12 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Than,Myanmar,Bed in 12-Beds Mixed Dormitory Room,2 nights · December 2023,Solo traveller,Exceptional,10,Staff and environment,,Reviewed: 12 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Syed,Singapore,Bed in 8-Beds Mixed Dorm Room,1 night · December 2023,Solo traveller,Exceptional,10,"I like the price and the staff is very helpful, The check out girl allowed to give me some time to pack my things. Really appreciate it",,Reviewed: 9 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Mcm,Sri Lanka,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,Staff very good customer service,,Reviewed: 9 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Mohammadu,Sri Lanka,Bed in 12-Beds Mixed Dormitory Room,2 nights · December 2023,Solo traveller,Exceptional,10,Staff very good customer service,Nothing,Reviewed: 9 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Nayeeni,Canada,Bed in 12-Beds Mixed Dormitory Room,1 night · November 2023,Solo traveller,Exceptional,10,Great cozy little space.,,Reviewed: 7 December 2023,2024-02-11T08:02:50.947Z
Campbell Inn,Indarti,Singapore,Bed in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Exceptional,10,Good place,Snoring people.,Reviewed: 7 December 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Indarti,Singapore,Bed in 8-Beds Mixed Dorm Room,1 night · December 2023,Solo traveller,Exceptional,10,"Quite clean, room and common area comfortable. The staff are polite and helpful. The price is quite cheap. This is a shared dormitory room, not a single room. Many people really want to book because of the cheap price but expect a single room, which is really impossible.  If you want to pay a lower price, you shouldn't expect too much.",Abit crowded but it's ok for what i have to pay.,Reviewed: 6 December 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Arshed,Qatar,2 Beds in 12-Beds Mixed Dormitory Room,1 night · December 2023,Solo traveller,Superb,9,Very good,,Reviewed: 2 December 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Thiyagu,Malaysia,Bed in 12-Beds Mixed Dormitory Room,4 nights · November 2023,Solo traveller,Exceptional,10,Hye..i like stay here..very nice Reception staff very nice person n frendly..i relly it stay here,Ntg,Reviewed: 27 November 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Gary,Malaysia,Bed in 12-Beds Mixed Dormitory Room,7 nights · November 2023,Solo traveller,Good,7,Actually is quite low cost hostel in Singapore,"The people around the world staying in this hostelCause is low cost hostel, not a 5 stars hotel Need to bear with the people with snoring and bit noise So yeah, is low cost hostel no need to disturb the people got snoring, is can’t control at all If cannot stand with this issue, then this hostel is not really suitable for you, and I can suggest you Marina Bay Sands this kind of hotel for the people cannot accept snoring and bit noise",Reviewed: 22 November 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Tauseef,Pakistan,Bed in 12-Beds Mixed Dormitory Room,1 night · November 2023,Solo traveller,Exceptional,10,I'm feeling relaxed  and flexible,,Reviewed: 2 November 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Sayyed,United Arab Emirates,Bed in 12-Beds Mixed Dormitory Room,8 nights · October 2023,Solo traveller,The best place to stay for a solo trip,10,"The area was superb. The staff's hospitality and customer service was top notch. I feel like I was in my home. They provide towels, hot and cold water for drinking. The washroom has bidets. Whenever I'm going to the washroom it's clean and perfect. The staff named chosen, she's so kind and good. The room was so beautiful and the bed was comfortable. There is no need for worries thinking about security. Every time there is police near our home so feel secure and protected 24/7",I don't have anything to say . I don't feel anything to be unlike. I like everything,Reviewed: 13 October 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Arifur,Bangladesh,Bed in 8-Beds Mixed Dorm Room,1 night · October 2023,Solo traveller,Very good,8,Very good service,,Reviewed: 9 October 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Shahid,United Arab Emirates,Bed in 12-Beds Mixed Dormitory Room,2 nights · October 2023,Solo traveller,Awesome,10,It was nice,Hostel environment,Reviewed: 4 October 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · August 2023,Solo traveller,Good,7,Location area near town and convince for transport,Since i carry more belongings and request for additional lockers. They not allowed only 1 customer for 1 locker. Better don't bring extra baggage no space for that's.,Reviewed: 17 August 2023,2024-02-11T08:03:00.945Z
Campbell Inn,Anjum,Saudi Arabia,2 Beds in 12-Beds Mixed Dormitory Room,2 nights · August 2023,Solo traveller,Good,7,"Location is very good near to subway and restaurant's market is near, overall its very good for low budget travelers,",,Reviewed: 2 August 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Chia,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · June 2023,Solo traveller,Exceptional,10,Nice,Indian,Reviewed: 25 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Chia,,Bed in 12-Beds Mixed Dormitory Room,14 nights · June 2023,Solo traveller,Exceptional,10,I Like The Staff,India,Reviewed: 25 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · June 2023,Solo traveller,Exceptional,10,Friendly customer service and location near to train station,No comments,Reviewed: 5 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · June 2023,Solo traveller,Exceptional,10,Friendly customer service and location near train station,No comments,Reviewed: 5 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · July 2023,Solo traveller,Exceptional,10,Friendly customer service and location near to train station.,No comments,Reviewed: 5 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,5 nights · May 2023,Solo traveller,Exceptional,10,Friendly customer service. And the nearest to train station.,No comments,Reviewed: 5 July 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Mia,Philippines,Bed in 12-Beds Mixed Dormitory Room,4 nights · June 2023,Solo traveller,Very good,8,Train is super accessible in this area,,Reviewed: 19 June 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Azaly77,Singapore,Bed in 12-Beds Mixed Dormitory Room,7 nights · June 2023,Solo traveller,Exceptional,10,The location is very near to train station,No comments,Reviewed: 8 June 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Khan,Pakistan,2 Beds in 12-Beds Mixed Dormitory Room,3 nights · May 2023,Couple,Very poor,2,good bed and clean kitchen,good,Reviewed: 22 May 2023,2024-02-11T08:03:13.257Z
Campbell Inn,Daddyyankee,Singapore,Bed in 8-Beds Mixed Dorm Room,5 nights · April 2023,Solo traveller,Exceptional,10,Very convenient Location.  Near to MRT station and city areas,I'm in the mix dormitory beds but looks like racist choosers instead Indian all the way.,Reviewed: 10 April 2023,2024-02-11T08:03:21.990Z
Campbell Inn,Simkhada,Nepal,2 Beds in 12-Beds Mixed Dormitory Room,2 nights · February 2023,Group,Visit once you will not regreat....,10,Friendly environment  ...like family,No neg cmt i love that hostel very much..,Reviewed: 3 February 2023,2024-02-11T08:03:21.990Z
Campbell Inn,Kajeepan,Mexico,Bed in 12-Beds Mixed Dormitory Room,3 nights · January 2023,Solo traveller,Exceptional,10,Very good hostel & worth for money.,,Reviewed: 3 February 2023,2024-02-11T08:03:21.990Z
Campbell Inn,Zen,Malaysia,Bed in 12-Beds Mixed Dormitory Room,3 nights · February 2023,Solo traveller,Exceptional,10,whole crew is so friendly surely i will choose this hostel again,,Reviewed: 3 February 2023,2024-02-11T08:03:21.990Z
Campbell Inn,Rajan,India,Bed in 12-Beds Mixed Dormitory Room,2 nights · January 2023,Solo traveller,Exceptional,10,All,,Reviewed: 13 January 2023,2024-02-11T08:03:21.990Z
Campbell Inn,Dr,India,Bed in 12-Beds Mixed Dormitory Room,5 nights · November 2022,Solo traveller,excellent,10,cleanliness,centrally located and convenient for transportation,Reviewed: 17 December 2022,2024-02-11T08:03:21.990Z
Campbell Inn,Vasanthraj,Australia,Bed in 12-Beds Mixed Dormitory Room,3 nights · November 2022,Solo traveller,Value for money,10,"For the money I gave, the facilities I got was awesome. My checkout time was 11 AM. When I said the staff that I need some extension, she said all the beds are booked. But she allowed me to stay till 5.30AM in the hostel, although I was not given bed for the extra time which was fair enough. I was not charged any additional.amount for that.","Although there were lockers for small bags, there was no separate locker facilities for big trolleys. So whenever I go outside, I was scared about my 30kg trolley. There could be a cloak room for that..",Reviewed: 25 November 2022,2024-02-11T08:03:21.990Z
Campbell Inn,Dr,India,Bed in 12-Beds Mixed Dormitory Room,3 nights · November 2022,Solo traveller,"excellent and valued for money, Understanble friendly staff",10,"following complete norms of SG CLEAN well organised, good for short trip  business people",nothing,Reviewed: 17 November 2022,2024-02-11T08:03:21.990Z
Campbell Inn,Gurnam,India,Bed in 12-Beds Mixed Dormitory Room,1 night · July 2022,Group,Exceptional,10,good property,,Reviewed: 26 July 2022,2024-02-11T08:03:21.990Z
Campbell Inn,Hossain,Bangladesh,Bed in 8-Beds Mixed Dorm Room,2 nights · July 2022,Solo traveller,Superb,9,Location is good for me,,Reviewed: 20 July 2022,2024-02-11T08:03:21.990Z
Campbell Inn,Harry,Malaysia,Bed in 12-Beds Mixed Dormitory Room,21 nights · June 2022,Solo traveller,Good,7,Helpful staff. My stay was shortened 2 weeks as I was required to travel overseas. The management attended to my queries promptly & ONLY charged me for the duration of my stay. Greatly appreciate it.,,Reviewed: 26 June 2022,2024-02-11T08:03:33.901Z
Campbell Inn,Seshadri,United States,Bed in 8-Beds Mixed Dorm Room,3 nights · June 2022,Solo traveller,Exceptional,10,Good people.,Great location,Reviewed: 21 June 2022,2024-02-11T08:03:33.901Z
Campbell Inn,Leilani,Philippines,Bed in 12-Bed Female Dormitory Room,3 nights · April 2022,Solo traveller,Very good,8,I like the rate 😍. It saved me money. I dont need 5 star hotel for sleeping purposes only 😁.,Wish the facilities were cleaner though. Its tolerable though for the rate.,Reviewed: 22 April 2022,2024-02-11T08:03:33.901Z
Campbell Inn,Harshinder,Singapore,Bed in 12-Beds Mixed Dormitory Room,8 nights · April 2022,Solo traveller,Good for backpackers travelers. touch and go,7,"Within the Little India area food-wise it's good and accessible easily, close to town and orchard rd and other areas nearby MRT station and buses. Prime location/ Good food available at all times/ transport available at all times. Very good hostel :)",,Reviewed: 19 April 2022,2024-02-11T08:03:33.901Z
Campbell Inn,Victor,Brazil,2 Beds in 12-Beds Mixed Dormitory Room,3 nights · April 2022,Couple,amazing,10,"amazing support, friendly staff, close to metro",nothing,Reviewed: 8 April 2022,2024-02-11T08:03:33.901Z
