hotel name,User Name,Country,Room Info,Stay Date,Traveller Type,Review Title,Rating,Happy Review,Unhappy Review,Review Date,Scraped At
Ascott Raffles Place Singapore,Jo,Malaysia,Cutler Suite,3 nights · July 2023,Family,Will definitely come back!,9,"1. Excellent location, just in front of exit i for Raffles Place Station and there's a 7-Eleven convenience store by the MRT exit. All amenities are within 5 minutes walking distance.2. Big room, spacious and quiet, although within the city center. Value for money!3. Steady internet connection.4. Full facilities : microwave, full kitchenette & washing machine (I've gotten upgrade to Brown Suite). Love the gym and communal living room too!","1. The cleaner forgot to clean the kitchen dust bin, after few days, the small dust bin started to smell.2. Worn out power sockets, no USB port for power charging.",Reviewed: 20 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Nur,Singapore,Cutler Suite,2 nights · September 2023,Family,Good,7,the place is clean and comfortable. Room was super spacious and cozy,sliding door of the room is spoiled cant close . the drain button of the the bathtub was loose and it fell off .,Reviewed: 14 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Gyöngyi,Hungary,Cutler Suite,2 nights · September 2023,Family,Good,7,Location is perfect and staff was very nice 😊Rooms are huge.,"The room is dark , ill-lit and all the corridors and rooms are stinking :( I would say it’s old smell or mold. Furnitures are shabby, bathroom tap was leaking on the side. All the hotel should be very much renovated because it is a very nice old building anyway.",Reviewed: 13 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Madeleine,Australia,Cutler Suite,4 nights · September 2023,Couple,"Excellent staff, fabulous location & great facilities make for an enjoyable & memorable stay 😊",9,Staff! Also location & facilities,"We have now stayed here three times since 2019 & love it, but there is a need for some maintenance on the shower room & toilets on level 2",Reviewed: 11 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Marco,United Arab Emirates,Cutler Suite,1 night · September 2023,Couple,Very good,8,Location is great.,Hotel restaurant and bar closed during week end.,Reviewed: 11 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Robert,Australia,Cutler Suite,2 nights · September 2023,Couple,Great place in Singapore,9,Great location,Pick up drop off location a bit confusing,Reviewed: 6 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Panayotova,Bulgaria,Cutler Suite,1 night · September 2023,Couple,Very good,8,Location is excellent - walking distance to marina and nxt to underground,the room was a little smelly,Reviewed: 5 September 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Zulfadli,Singapore,Cutler Suite,1 night · August 2023,Family,Birthday staycation,8,"Staff brought us a birthday cake and sang for my daughter's birthday. Such and kind gesture. Kind and well mannered staffs.  Huge room, cosy interior.","Not as clean can find some hairs etc. Exterior areas look old.Hydraulic lift, would rather ramp. Small bedroom TV.",Reviewed: 27 August 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Annabel,Singapore,Cutler Suite,2 nights · August 2023,Couple,Good,7,Service was good and had free upgrade,"Pillow too soft, couldnt sleep well",Reviewed: 25 August 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,David,Ireland,Cutler Suite,5 nights · June 2023,Solo traveller,Good,7,"Location, staff",Could use a lick of paint,Reviewed: 18 August 2023,2024-02-10T15:54:34.976Z
Ascott Raffles Place Singapore,Giulia,Italy,Cutler Suite,2 nights · August 2023,Couple,Very comfortable and great location,9,"Amazing location, huge room with a lot of amenities.",,Reviewed: 14 August 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Cathleen,Australia,Cutler Suite,4 nights · June 2023,Solo traveller,Great location and perfect for a solo traveller,9,Great facilities and the room was huge,Nothing,Reviewed: 10 August 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Mal,Australia,Cutler Suite,5 nights · June 2023,Couple,Very good,8,Good location within easy walking distance of major attractions,,Reviewed: 10 August 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Seth_pc,Sweden,Cutler Suite,3 nights · July 2023,Family,Superb,9,"The hotel was in a really good location, especially if you have activities around the downtown area. The falicilies are very clean and very good, and has an amazing pool. Also good to move arround by metro, since it is close to serveral metro lines.",It is on the expencive side of prices. If you stay for a short period you will probably not have time to use all areas in the room.,Reviewed: 31 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,John,United Kingdom,Cutler Suite,1 night · July 2023,Couple,A very good value hotel close to Marina Bay.,9,At reception Melissa was extremely helpful & provided us with a room as soon as it became available. The rooms are more like apartments with cooking & cleaning facilities. Also very close to very close walking distance to Marina Bay.,,Reviewed: 30 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Nigel,South Africa,Cutler Suite,2 nights · July 2023,Couple,"Great location, hotel needs an upgrade , pictures on site are much better than the actual. Pleasant",8,Location was perfect. We didn’t have breakfast,It was quite a shock that at weekends there is no bar/ restaurant or service. We couldn’t even order ice or anything!,Reviewed: 20 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Asif,United Arab Emirates,Cutler Suite,2 nights · July 2023,Solo traveller,Good,7,The Hotel staff was very cooperative and extended all possible assistance,,Reviewed: 19 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Lindsay,New Zealand,Cutler Suite,1 night · July 2023,Couple,enjoyable,9,location,breakfast could be upgraded,Reviewed: 16 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Ting,Australia,Cutler Suite,3 nights · July 2023,Family,Good,9,"free upgrade to big room，provided room service, free bottle water, tea bags and coffee.",swimming pool not good enough for kids play,Reviewed: 15 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Linda,New Zealand,Cutler Suite,2 nights · July 2023,Couple,Lovely hotel in a very good location in Singapore,9,"Our room was comfortable and spacious, with a deck, kitchen area and washing machine/dryer and was very clean.  The bathroom was very large with a separate bath and shower.  The breakfast selection was very good and staff in the breakfast room were extremely friendly and helpful.  The location was excellent, right next to the entry the an MRT station, even though the MRT was a 10 minute walk underground from the entrance to it, it was good to be able to access the MRT system easily without getting wet on the one day it rained.",Lighting could have been better in the room but everything else was fine.,Reviewed: 15 July 2023,2024-02-10T15:54:45.660Z
Ascott Raffles Place Singapore,Andrew,Australia,Cutler Suite,2 nights · June 2023,Group,enjoyed the location and apartments. I think it is overpriced for what it is,7,location and size of the rooms,the time it took to have our rooms ready for check in,Reviewed: 13 July 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Alissa,Australia,Cutler Suite,5 nights · July 2023,Couple,"Great location, beautiful staff and clean, comfortable rooms",9,Staff very friendly and helpful,"No where to lay by the pool, some features quite dated",Reviewed: 12 July 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Heidi,Switzerland,Cutler Suite,9 nights · June 2023,Family,Superb,9,"The location is very central and convenient. The staff is very kind, attentive and helpful. Fully equipped, clean and spacious apartments. The 19th fl facilities are also very good. Excellent for families or someone looking for a home kind of atmosphere/alternative to hotel stay.",Nothing,Reviewed: 30 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Daniele,Italy,Cutler Suite,3 nights · May 2023,Couple,Good,7,"Big room central position close to MTR nice pool, staff is nice and helpfull","Room wall stained(mold?), smells old and moldy, pool deck is not for sunbath, gym have old equipment, expensive compared to real offer, the more annoying thing is the AC super loud, more than 65 decibel measured in the night from the bed. Cannot be set, is like this all the building my staff was in another room have the same problem, asked for a fix they came nothing changed (not their fault) is old building. Really cannot sleep! Shower is small compared to the bath area",Reviewed: 30 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Paul,United Arab Emirates,Cutler Suite,1 night · June 2023,Family,Good for value,8,Spacious room,Restaurant option could be made available on weekends,Reviewed: 26 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Jeremy,United Kingdom,Cutler Suite,3 nights · June 2023,Solo traveller,Very good,8,Location excellent. Room size excellent.,"Internal room with windows into central core, is awful... Never again without full daylight.",Reviewed: 21 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Miroslava,Slovakia,Cutler Suite,2 nights · June 2023,Couple,"the hotel staff was absolutely amazing, they made our drinks at the bar just as we preffered and even brough the drinks",9,Amazing beds and pillows.,,Reviewed: 12 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Ryan,South Africa,Cutler Suite,1 night · May 2023,Family,Superb,9,The staff were very accommodating allowing us to check in early and check out late. They arranged a travel cot for our child which was also very helpful. The pool is also incredible with an amazing view. The hotel is well situated  in downtown Singapore,,Reviewed: 4 June 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Dinah,United Kingdom,Cutler Suite,2 nights · May 2023,Couple,Superb,9,Location and room size,,Reviewed: 30 May 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Hasyizah,Singapore,Cutler Suite,1 night · May 2023,Group,Very good,8,The service and the room.,"A little bit rundown, but overall good.",Reviewed: 28 May 2023,2024-02-10T15:54:54.075Z
Ascott Raffles Place Singapore,Kate,Ukraine,Cutler Suite,2 nights · May 2023,Family,We really liked it,9,"great location, big and clean room with everything you need nice staff, many pleasant little things for guests",lil bit old furniture and the hotel,Reviewed: 13 May 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Van,Vietnam,Collyer Suite,1 night · May 2023,Family,Very good,8,"Check in staff was very attentive, the rooms are big, nice bathroom.",Breakfast was simple,Reviewed: 3 May 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Chris,Hong Kong,Cutler Suite,2 nights · March 2023,Family,nice stay for a 3 days and 2 night in Singapore for a fans meeting,8,the room is equipped with pretty much everything! the air con is always on with cool temperature,The location for the TV is not comfy to watch … usually is with the bed … but this one is with the sofa … and hence the size of the TV is too small…,Reviewed: 24 April 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Visal,Cambodia,Cutler Suite,2 nights · April 2023,Couple,Superb,9,good hotel that is near main sightseeing,,Reviewed: 5 April 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Visal,Cambodia,Cutler Suite,2 nights · April 2023,Group,Superb,9,Comfortable stay,,Reviewed: 5 April 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Nur,Singapore,Cutler Suite,2 nights · March 2023,Couple,Very big and spacious hotel,9,The room was affordable and big! The bathtub was amazing! All was good!,"No carpark within the building itself, so we had to grab to and fro.",Reviewed: 2 April 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Jihan,Netherlands,Cutler Suite,1 night · January 2023,Family,good,8,we rented the suite. it was very well equipped and extremely clean. its in a walking distance from the marina bay sands and shopping centre.,the building is old and the pool is small. for the price you pay you would expect a bit more modern place and breakfast included,Reviewed: 1 April 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Anthony,Australia,Cutler Suite,7 nights · March 2023,Family,All in all great location to be in. We stayed in the cutler suit very spacious for our family of 4.,9,"Room was great, plenty of space for our family of 4. Location was also very nice, close to the nearest MRT station and a main attraction La Pau Sat.","Breakfast wasn't as great as you'd expect out of a 5 star. They are also stand alone (can't charge to room) so that might be why. The lift/accessibility rout was also very slow and difficult to navigate, so hard to operate with a pram or if you're in a wheelchair.",Reviewed: 26 March 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Hendrikus,Netherlands,Cutler Suite,4 nights · March 2023,Family,Very good,8,The location is super . Close by the metro and lake.Coffee for free in lobby and living room ( by the pool).Very clean room,"Needs really an update, renovation. The first impression is when you see the front door and the damage wallpaper inside. Not really what you expect for the money.",Reviewed: 21 March 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Kevin,United Kingdom,Cutler Suite,2 nights · March 2023,Family,Good choice if you require additional amenities not usually found with hotel rooms.,8,The location is very central for business travellers as it is right in the centre of the business district. It is close enough to the tourist areas to make it a decent choice for tourists but I think there are other options closer. The room is nice and large and I liked that we could get a room with a lot of amenities (e.g. a microwave was very helpful when getting dinner from a hawker centre to have back at the room while the kids slept). Lovely big bed and nice wet room bathroom.,The lift to access the hotel is very temperamental and dated. The whole hotel has a bit of a dated feel to it.,Reviewed: 20 March 2023,2024-02-10T15:55:02.649Z
Ascott Raffles Place Singapore,Alan,Australia,Cutler Suite,2 nights · March 2023,Couple,Very good,8,Staff were very helpful. We needed to check out early but store our luggage for late evening flight. We took advantage of the shower when we came to collect the luggage.,,Reviewed: 17 March 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Dean,Australia,Cutler Suite,1 night · March 2023,Solo traveller,Good place to stay.,7,"Large rooms, clean and tidy.",Milk for coffee should be provided.,Reviewed: 15 March 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Nathan,United States,Cutler Suite,10 nights · March 2023,Group,Very good,8,Staff was friendly.,My floor smelled like Chinese food.,Reviewed: 14 March 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Morag,United Kingdom,Cutler Suite,1 night · March 2023,Couple,Good base for a few days in Singapore,9,"Great amenities, in room and in pool area and living room","Having to fill in online form at check in. After long day of travel, connecting to hotel WiFi to fill in form when tired felt long winded. Haven't had to do this before at a hotel.",Reviewed: 14 March 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Cheung,Hong Kong,Brown Suite,6 nights · March 2023,Couple,Fair,7,Location,Cleanliness of the room and the properties,Reviewed: 13 March 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Deborah,United States,Collyer Suite,4 nights · January 2023,Couple,Great Hotel with a great location right across from the MRT station,9,We loved the Ascott Raffles.  It was our first time in Singapore so we wanted a downtown location that was walkable to Marina Bay and also close to public transportation.  It was perfect.  The apartment like room was large and comfortable with excellent in-room coffee plus a great espresso machine in the lobby. The bed was very comfortable and the staff was very friendly.  We were there during the Chinese New Year and we were treated to a surprise performance followed by a reception in the lobby for guests.  We loved being a part of it.,No complaints.  Everything was as expected,Reviewed: 28 February 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Shannon,Australia,Cutler Suite,2 nights · February 2023,Couple,Incredibly beautiful surroundings,9,"Apartment was outstanding , bathroom was luxurious and the amount of room was very large . The style was in keeping with a retro vintage incorporating the building . Pool was beautiful,but the less fit had a little trouble getting out of it",Dining room and bar not open on sundays,Reviewed: 22 February 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Barry,United Kingdom,Cutler Suite,2 nights · December 2022,Couple,perfect did what we needed from it,9,it was central very clean impeccable staff,the room and walk ways were looking very tired and could do with modernising ie a cheerful paint colour,Reviewed: 13 January 2023,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Muhammad,Singapore,Cutler Suite,1 night · December 2022,Family,Ended the year with a fun stay at Ascott!,8,"Location, spacious room with amneties.",The toilet floor has alot of stains and the room a little dusty. But overall the stay was good and comfortable.,Reviewed: 31 December 2022,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,George,Romania,Cutler Suite,2 nights · December 2022,Couple,Good,7,"location is great … room is big, our room had a nice view","bed and pillows not comfortable, breakfast doesn’t worth the money paid …. expensive for what they offer.",Reviewed: 26 December 2022,2024-02-10T15:55:13.705Z
Ascott Raffles Place Singapore,Joan,Australia,Cutler Suite,2 nights · October 2022,Couple,"The end of a 6 week overseas trip, great place to rest before heading home.",8,Location and very helpful staff.,"The kitchen area, especially the benches and stove need to be upgraded, a bit stained and worn.",Reviewed: 30 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Eliecer,United States,Cutler Suite,2 nights · October 2022,Solo traveller,nice rooms and great location,9,location,pool was not working,Reviewed: 17 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Daryl,Mauritius,Cutler Suite,3 nights · October 2022,Group,"had a great time and as a group stay for a short while, the hotel is ideal…the staff are most hospitable and this made u",8,"very central, fantastic staff",breakfast was basically non-existent and had to be negotiated to obtain despite a hefty bill already for the room,Reviewed: 13 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Dominic,Australia,Cutler Suite,5 nights · October 2022,Group,Great location and rooms with friendly but unreliable service,7,Great location and rooms. Friendly staff.,"Unfortunately our rooms were not ready until several hours after check in time. While staff were friendly, most of our requests were answered by googling, and many were forgotten. It was F1 weekend so understand they were busy.",Reviewed: 4 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,John,United Kingdom,Cutler Suite,9 nights · October 2022,Family,lived up to our expectations,8,close to EMT  and shops.,nothing,Reviewed: 4 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Jackie,United Kingdom,Cutler Suite,3 nights · October 2022,Couple,good location and facilities,8,good location and facilities,,Reviewed: 4 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Sarah,Australia,Cutler Suite,8 nights · October 2022,Couple,Great location.,7,Excellent location. Nice view out the window to the civic district. Washing machine/ dryer in room. Spacious room.Friendly staff,Hairdryer and dishwasher did not work. Started out with daily refills of nespresso capsules but they ran out / didn’t replace after 3 days. Some walls/paint doors etc starting to look a bit tired and marked.,Reviewed: 4 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Mikko,United Arab Emirates,Cutler Suite,2 nights · October 2022,Family,Superb,9,"Great location, big rooms with all the necessary comforts. Great service - they went above and beyond to make the stay smooth and comfortable.",,Reviewed: 3 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Ravinder,India,Cutler Suite,3 nights · September 2022,Family,Good and Enjoyed,9,Room and Location are excellent.,The cost of the room.,Reviewed: 1 October 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Adebola,United Kingdom,Cutler Suite,3 nights · August 2022,Group,Very good,8,"Staff were very friendly and helpful. The room was clean, with a large bed and good size bathroom. There was also a safety deposit box in the room. It is in an excellent location in the marina bay area so within walking distance to the main attractions along the bay.","I was disappointed by the airport transfer that I arranged with the hotel didn't show up. After waiting 50 minutes, I called the hotel who informed me that my request couldn't be fulfilled. It would have been appreciated if the hotel informed me ahead of my arrival instead of me having to call them. The bedsheet was slightly dirty however this was changed quickly when we made staff aware.",Reviewed: 16 September 2022,2024-02-10T15:55:22.203Z
Ascott Raffles Place Singapore,Hannah,United Kingdom,Cutler Suite,1 night · August 2022,Family,Great location and very cool pool,7,"We loved the pool and the central location which was perfect for exploring Singapore. As stated in previous reviews, the room was a bit dated however it was clean, the bed was huge and very comfortable.",,Reviewed: 19 August 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Patricia,Ireland,Cutler Suite,2 nights · August 2022,Family,historic building in perfect location with spacious room,9,"spacious room with well equipped kitchen, fantastic location, good pool and very very friendly staff",nothing,Reviewed: 18 August 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Haziman,Singapore,Cutler Suite,2 nights · July 2022,Couple,Very good,8,,Tv was too old.,Reviewed: 14 August 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Nicholas,United Kingdom,Cutler Suite,2 nights · July 2022,Family,Good,7,The bathroom was impressive.,The rooms were a little 'tired'. They needed better and brighter lighting.,Reviewed: 2 August 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Steve,United Kingdom,Cutler Suite,3 nights · July 2022,Family,would stay here again,8,we liked it as it was close to where we wanted to be short bus ride or walk to the local attractions pool was good to go for a little swim to cool off,noise from washing machine room above around 11:30pm had noise echo through the room for a hour from a washing machine every night on our 3 night stay,Reviewed: 27 July 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Kally,United Kingdom,Cutler Suite,4 nights · June 2022,Couple,average,7,location,the room was very dark all the time so didn’t enjoy being in it,Reviewed: 22 July 2022,2024-02-10T15:55:30.624Z
Ascott Raffles Place Singapore,Claire,Australia,Cutler Suite,4 nights · July 2022,Couple,This hotel was a convenient and comfortable place.,8,the room and location,"the pool was cold, there was no where to sit around it.",Reviewed: 16 July 2022,2024-02-10T15:55:30.624Z
