page,note_url,title,noteid,username,userid,create_time,likes,images,comments,bookmarks,content,create_date,search_keyword,user_intro,user_tags,user_follows,user_followers,user_like_bookmark_total
2,https://www.xiaohongshu.com/explore/65bcc6d1000000002c016fd7,🇸🇬4天3晚新加坡地图攻略| 第一次来抄作业,65bcc6d1000000002c016fd7,曲小姐,5afa912111be10517754639b,1706876762000,504,18,0,0,📢📢📢新加坡2月9日正式免签啦❗️送上我的4天3晚新加坡精华之旅，超实用攻略❗️如果你第一次去大坡县，建议直接收藏~——————◼️整体概览▫️景点分布位置见图2️⃣，市中心很适合citywalk▫️必备APP：见图4️⃣▫️语言：完全不用担心，直接都可中文▫️支付：绿色泡泡、zhi付宝基本所有店铺都可；一定要带张visa或master信用卡（带芯片）❗️直接刷公交车和地铁——————◼️行程安排▫️DAY 1早上落地酒店寄存行李，开始坡县citywalk，从北往南玩，地图见图3️⃣➡️上午：哈芝巷（涂鸦街巷）-苏丹回教堂-莱佛士酒店（喷泉）-赞美广场-福康宁公园（网红树洞）-旧禧街警察局（彩色建筑）-松发肉骨茶（午饭）➡️下午：鱼尾狮-滨海湾公园（超级树、花穹、云雾林）-金沙购物中心⚠️小印度和哈芝巷风格很像⚠️公交车+步行游玩，如果还有精力，可再加上牛车水华人街·▫️DAY 2第二天就去新加坡北边，打卡3大网红动物园➡️上午：日间动物园（动物丰富）➡️下午：河川生态园（有大熊猫）➡️晚上：夜间动物园（独特体验）⚠️一定要来❗️❗️去拜访动物们的家，感受真正的人与自然相处⚠️这三3个动物园距离非常接近，适合安排一天⚠️还可任选一天去飞禽公园，当然一个个慢慢游玩也OK·▫️DAY 3第三天就去新加坡南边的圣淘沙小岛~我只去了环球影城，圣淘沙还可以游玩：➡️圣淘沙海洋馆、水上探险乐园➡️巴拉湾海滩、大陆蕞南端➡️天际线斜坡滑车⚠️从市中心有三种方式小岛前往：公交、地铁、缆车⚠️岛上有圣淘沙快线，免费坐，从怡丰城到Beach，很方便·▫️DAY 4第四天傍晚飞机回国：➡️上午：牛车水ciytwalk（天福宫、詹美回教堂、马里安曼印度庙） / 或去买买买➡️下午：逛樟宜机场（星耀樟宜室内大瀑布、吃饭、购物）、打卡T3大滑梯⚠️新加坡机场可太好玩了❗️一定要预留出3小时——————⚠️字数有限，酒店和餐饮攻略，见蕞后一张,2024-02-12,guide,"未关注私信不回
常驻北京｜多平台签约旅行家
i人独自旅行｜周末出境游
打工狗也要好好翻看世界这本书
📮745661073@qq.com", 北京朝阳 旅行博主 酒店博主,100+,1K+,10W+
2,https://www.xiaohongshu.com/explore/65c879a2000000000a030bad,免签后的新加坡其实也没那么拥挤啦！🇸🇬,65c879a2000000000a030bad,苏虎虎💭,593f3f3b82ec39571215111c,1707637154000,1,4,0,0,新加坡阿尔法高端-包车-接送机-高尔夫俱乐部接送约定-陪打让我们亲切的华人双语司机，为您服务资深双语华人司机，专业向导随行，安全舒适的乘车体验，干净卫生的车内环境，每日清洁消毒车内，全年无休，无等待时间，随传随到，价格公道合理，无隐性消费，宽敞舒适豪华型商务车 Alphard阿尔法包天附赠：专业行程安排，推荐游玩项目，预定当地特色美食餐厅，预定优惠景点门票单次接机，不论远近：$$80单次送机，不论远近：$$80包车服务，两小时起：S$70 /小时包天：10小时 S$650专业行程安排推荐游玩项目预定当地特色美食餐厅预定优惠景点门票     预订高尔夫球场车费已包含路费，汽油费，停车费，无任何隐藏费用司机经验丰富，态度亲切接收顾客时间准确宽敞舒适豪华型商务车价钱公道，合理、不另收费365 天 24小时都有车会*车费已包含路费、停车费、油费，没有任何隐藏费用*,2024-02-12,guide,"是三个娃娃地水瓶座妈妈！爱运动！爱时尚！
爱折腾！
分享简单生活！", 新加坡,100+,100+,1K+
3,https://www.xiaohongshu.com/explore/65c2590700000000080231e3,🇸🇬春节｜新加坡总统府年初三2月12日开放日,65c2590700000000080231e3,新加坡流行速报,5aa49a7ce8ac2b0d48e64923,1707235591000,78,1,0,0,终于等到了官宣了哦！新加坡总统府开放日一年开放的次数不多！！可是，今年恰逢,2024-02-12,guide,"✔️新加坡新鲜事|旅游|美食｜护肤彩妆丨演出资讯
✔️🈴️作：dailysingapore88@gmail.com",新加坡,100+,1W+,10W+
3,https://www.xiaohongshu.com/explore/65acf6a6000000001100e480,🇸🇬最快速在T3 购买IRVINS咸蛋鱼皮路线,65acf6a6000000001100e480,铁皮松鼠,54643587d6e4a96c388945f1,1705834150000,63,7,0,0,看了一些在新加坡机场T3航站楼购买伴手礼的功略，缺少了咸蛋鱼皮的方位，由于位置稍微有点隐蔽，不如其他大牌门店的位置显眼，所以分享给小仙女们一条路线，帮助大家以最快的速度找到地方。文末有彩蛋路线如下：1.过了海关之后看到LV的店右转2.直走看到手扶梯，再往前走一点3.看到卖巧克力的商店左转（图五）彩蛋时间：图六是机场不含税的价格，个人买了几个套装，算了一下价格和整包的差不多，不仅可以尝遍多种味道，而且一次吃一小包也不会觉得腻。其他小贴士：1.支持支付宝，汇率还不错2.可以跟店员多要几个包装袋分开送人,2024-02-12,guide,, 上海静安,100+,10+,1K+
3,https://www.xiaohongshu.com/explore/65261ae5000000001d01626a,第一次去新加坡旅游❗一定不能忘记这些事,65261ae5000000001d01626a,极致玩家定制旅游,64ce0ce2000000000b004361,1696996069000,2937,9,0,0,"新加坡作为现在国外热门旅游地，肯定有很多宝子想去，但是又不了解当地情况🏞 这边整理了去新加坡旅游bi做的7件小事以及避雷踩坑⚠事项，记得收好啦-⚠新加坡避雷防坑1⃣新加坡很小，很多地图上看上去很远的距离，其实步行很快就到了，所以在看新加坡地图时，要特别留意上面的标尺。2⃣新加坡不鼓励支付小费，酒店和餐馆的帐单上都会列出10%的服务费。机场内禁止支付小费。3⃣在旅游到访印度寺庙和回教堂，都得在进门之前脱鞋，到本地人家里作客也是如此。4⃣新加坡的沟通媒介已英语为主，但是当地人都会说中文、马来语和淡米尔语。5⃣在自己家/酒店裸体，如果被别人看到屁股, 罚款2000或者坐牢3个月。6⃣狭窄人行道/走廊 阻碍他人通过(比如俩人搂肩膀并行, 或者坐在路上之类的)，会罚款。-✅带小朋友去新加坡旅游，要做的7件小事1⃣要去新加坡滨海湾花园，带着小朋友观赏各种奇花异草，还有有全球最大的室内瀑布哦~2⃣要去逛一逛新加坡动物园，里面有超过3600种鸟兽，其中还有很多濒危物种~3⃣要去圣淘沙岛，岛上有很多亲子项目，适合带上孩子和老人一起去~4⃣要去新加坡环球影城，跌宕起伏的好莱坞故事让你沉浸其中，要多快乐有多快乐~5⃣要尝一尝辣椒螃蟹，酱汁由辣椒和番茄酱调制而成，因而既香辣又酸甜~6⃣要去克拉码头，原来是一个码头，现在是一个全新的美食聚集地，可以过去感受一下氛围~7⃣要去尝一尝肉骨茶，美味又补身。是用猪骨和药材煲成的汤~-🏞游玩路线：5天4晚Day1：国内-新加坡Day2：伊丽莎白公园-水陆两栖鸭子船-牛车水唐人街-滨海湾花园-滨海湾金沙娱乐城Day3：圣淘沙名胜世界环球影城一日游Day4：建议新加坡北部生态一日游Day5：新加坡-国内-✅『新加坡内部交通』新加坡旅游出行方式跟国内差不多，可以在当地办一张易通卡，可以搭乘公交、地铁、轻轨等公共交通工具（地铁站及7-11便利店都能买到）",2024-02-12,guide,"🟢专注东南亚定制丨甄选精品路线
🟢专发新加坡、马来西亚、印尼 、泰国等
🟢大小团丨亲子游丨结伴游丨自由行丨企业团建
➡公司主号@极致玩家旅行官方账号",,10+,1K+,1W+
3,https://www.xiaohongshu.com/explore/65bf48fc000000000802192f,🇸🇬新加坡樟宜机场大滑梯取票攻略,65bf48fc000000000802192f,Momo,61737d95000000001f03e3f7,1707034876000,62,8,0,0,很多攻略说在B2但没有提到具体位置1️⃣T3航站楼下到B2，背对电梯右转奔向服务台customer service服务台（图2&3）2️⃣下载Changi App，注册新账号。需要邮箱验证，输入手机号（不需要验证），然后得到图6验证码3️⃣去服务台扫图6码，得到滑梯票（图1），一天一个账号能坐十次Enjoy!,2024-02-12,guide,谢谢📖的各位提供那么多信息，我也来发布一些信息，希望能帮到需要的人。😬😬遇到什么发什么。,,100+,10+,1K+
3,https://www.xiaohongshu.com/explore/6482a18500000000130364c4,刚回来！新加坡5天自由行 保姆级攻略来了,6482a18500000000130364c4,拾贰野,5e4925870000000001005657,1686289668000,5048,12,0,0,我太喜欢被绿植覆盖的治愈的感觉了🌿于是人生第一次出国选择了有“花园国家”之称以 “ 安全、干净、发达 ” 闻名的新加坡🇸🇬去了一周也感觉不够玩 还有很多地方值得二刷啊啊-📖前期准备1⃣️签证：提前一个月办签证，我办的旅游签300r，一般3个工作日内就会出签，出签之后再去买机票哦2⃣️流量卡：提前在🍑买，一周25r，一天一个G，完全够用，没有出现卡顿情况。3⃣️现金兑换：机场汇率低，可以在国内提前联系银行换好💸4⃣️交通：✈️飞机尽量选直飞，会方便很多，在新加坡出行我们一般是地铁打车可以用Grab5⃣️语言问题：第一次出国语言沟通是一大难题，这次我带了科大讯飞翻译机4.0，新加坡本身种族较多，这款翻译机能在线翻译83种语言，实现沟通无障碍，还可以拍照识别，尤其是点菜的时候，拍一下全部翻译成中文，可以说是非常方便了。-游玩攻略🏝Day1: 金沙滨海湾——免费看音乐喷泉灯光秀金沙滨海湾是新加坡最繁华热闹的地方，可以逛商场、看CBD繁华夜景、免费看音乐喷泉灯光秀，标志性建筑鱼尾狮也在这里，拍照巨出片🎠Day2: 环球影城——圣淘沙沙滩🏖环球影城推荐三个项目：木乃伊复仇记，变形金刚3D，侏罗纪河流探险（需带雨衣），圣淘沙沙滩可以看日落，必玩项目斜坡滑车🦥Day3 : 动物园——河川生态园做好暴走两万步的准备，带好防蚊液，河川生态园的亚马逊漂流船超级好玩，还可以二刷🌳Day4: 福康宁公园——牛车水——云雾森林——花穹——摩天轮云雾森林和花穹一定要白天去，坐摩天轮建议晚上，高空看夜景很震撼💫Day5: 星耀樟宜——哈芝巷——赞美广场室内森林瀑布真的很震撼，哈芝巷是超有文艺气息的彩虹街，各种小店很有意思，旁边就是苏丹回教堂。-⚠️注意事项1⃣️新加坡蚂蚁很多，房间里千万不要遗留食物残渣2⃣️间接性下雨，随时携带一把雨伞3⃣️带薄外套！带薄外套！不论是商场还是打车、地铁，室内的空调都很低，一冷一热很容易感冒4⃣️公共场合对饮食也有限制，游玩的时注意一下5⃣️过红绿灯需要按旁边柱子的按钮🔘-从新加坡回来之后，想念那里漫画云般的晴天，☁️染红天际的晚霞，🌄梦回小说A市的繁华夜景，如果有更多的时间，真想慢慢感受这个国家的文化和城市美。,2024-02-12,guide,"welcome to my world🍃
热爱生活   |  分享探店 旅行 日常
拾贰·野   |  民宿🏠主理人
📮：1178156792@qq.com
💛 :  Shierye-666", 探店博主 旅行博主,100+,1W+,30W+
3,https://www.xiaohongshu.com/explore/65c8e3e3000000001100024e,后劲太大了！新加坡五天四晚特种兵,65c8e3e3000000001100024e,大宝的小花园,5a07c176e8ac2b381734dd3d,1707664355000,6,9,0,0,"新加坡五天四晚集齐city walk,garden walk, beach walk。12月末去花园城市度假啦，从杭州飞到北纬1度18分的新加坡，一秒从冬季穿越到夏季。特种兵五天四晚沉浸式感受这个各种亚洲文化汇集，美丽多元的地方。我会分几篇详细记录，记得关注我哦❤️非常值得推荐的几个地方是NO.1金沙酒店以及屋顶观景台，可以俯瞰整个夜景和海景。NO.2 如果你是热爱建筑的朋友请不要错过 CapitaSpring Sky Garden，BIG事务所的作品非常惊艳。NO.3 滨海湾花园 NO.4 圣淘沙岛上的山顶滑车和海洋公园。下面是具体行程Day1:  1、下午三点到达樟宜机场2、滨海湾金沙（凭信用卡金卡或者支付宝。        黄金会员就可以免费预约金沙屋顶观景台）3、逛逛克拉码头的夜景4、入住米酒店Hotel Mi BencoolenDay2:  1、鱼尾狮公园2、滨海湾花园（晚上7:45和8:45有两场。         灯光秀）3、Sky Garden at CapitaSpring（记得提前。        预约）4、金沙屋顶观景台看夜景5、新加坡皮克林宾酒店（一个绿野仙踪一。       般的花园酒店）Day3:  1、圣淘沙海滩2、山顶落日飞车3、圣淘沙OUTPOST酒店Day4:  1、海洋世界2、怡丰城3、乌节路4、凯贝丽酒店式公寓",2024-02-12,guide,"在自己的小花园里自由生长
分享生活中的点滴美好｜旅行｜健康", 浙江杭州 设计师,100+,10+,10+
4,https://www.xiaohongshu.com/explore/648da6c10000000012032ff9,新加坡～一定听劝！,648da6c10000000012032ff9,Janis,54d0e03ab4c4d61daed16d5e,1687004865000,333,11,0,0,终于来了新加坡，真的太漂亮了，不愧是“花园城市”，真的到处都是花花草草树树。也真的太热了……有条血泪必须分享出来，提前准备好1.一定要带好防晒，防晒服，墨镜等2.再就是来的时候，一定换点新币！一定办张visa卡！别问我为什么，因为以上我都没带，非常不方便，寸步难行[捂脸R][捂脸R] 还好有同学，明天就救济我了[笑哭R]3.穿舒服的鞋子和衣服你会发现新加坡人基本都都穿的很休闲，很运动4.带好雨伞，随时下雨5.转换插头6.国际漫游提前订好,2024-02-12,guide,"初中老师
分享生活中的点滴美好
努力变成理想中的样子", 山东济南,100+,10+,100+
4,https://www.xiaohongshu.com/explore/64b0201d000000003102ecfb,新加坡🇸🇬4种交通卡说明,64b0201d000000003102ecfb,L.K.Y.T.,61da986b0000000010007ecb,1689264158000,819,8,0,0,这里和大家整理一下🇸🇬常见的4种交通卡。这4种交通卡分别由两家公司发行：NETS和ezlink，而每家又再有两种不同的卡。所有卡片，除非特殊版本或者在特殊地点销售，一概售5新元（余额另算）。一张内含5新元的ezlink卡是10新元。卡片工本费5新元不可退款。乘搭交通工具，余额要大于$3。1. EZ-Link SimplyGo：MRT地铁站的客务中心（Passenger Service）和票务中心（Ticket Service Counter）所售卖的均是这种卡片。特点是：❌不可在拍卡机确认余额(显示cepas card)✅可以在充值机上充值❌原则上不予办理现场退款(需要退款到银行账户)✅可通过simplygo app用银联充值(请见主页)2. EZ-Link ERP版：目前在便利商店售卖的ezlink卡有几率是这种卡片。✅可以确认余额✅可以在充值机上充值✅可以在票务中心（TSC）办理现场退款，仅退卡片内的余额。3. NETS FlashPay：可以在便利商店买到。✅可以确认余额✅可以在充值机上充值4. NETS Prepaid：可以在机场UOB柜台和便利商店买到。❌不可以确认余额（显示bank card）❌不可以在充值机上充值（使用NETS app以银行卡充值，可用外国V/M卡）❌非持有新加坡银行户口人士不能得到退款✅在任何接受NETS付款的商家付款FAQ1. 所以我要买哪一张卡？车资多少和用什么卡片无关。但如果要在车站能充值请不要购买NETS Prepaid卡。2. 怎么充值？车站的加值机可以从$2开始加值。仅限现金3. 我不想买卡？请用带近场通讯标志（水波纹）的单标Visa或者Mastercard。一张卡限一人使用4. 在哪里退款？樟宜机场的TSC在T2一侧。营业到夜晚9点。,2024-02-12,guide,"長崎生まれ 中国育ち
Enrolled in NUS
모태솔로",26岁,10+,100+,1K+
4,https://www.xiaohongshu.com/explore/65bee816000000002c036972,新加坡六天 完全不用现金,65bee816000000002c036972,Joy10💎💐🌈🎉,57cc107650c4b43891846059,1707010070000,23,1,0,0,最近收到一些姐妹们私信 问需要换多少现金 我完全没有换现金 全程是一张银行卡+微信支付宝。银行卡带Visa或Mastercard标志都可以 [偷笑R]手机卡 esim 不用安装 Singtel  $12 包2周 100GB 足够了 去新加坡之前提前买好了 到机场就可以用了、打车 下载Grab 绑定支付宝  天气太热了 一步也不想走 换地方就打车 很神奇的是去那几天完全没下雨[失望R]   如果打出租车 红色出租车不可以用支付宝 蓝色和黄色都可以、住宿走之前就定好了 没去新加坡之前就付好钱了 到地方需要交押金 每晚200新币押金 在酒店消费都是挂账 最后从押金里扣 也是直接刷卡 消费以后的扣掉 退押金时候直接退回卡里景点门票 携程上支付宝支付的 全部携程买的 第二天打算去哪里玩 前一天晚上买好剩下的真的花不了什么钱了 珍宝海鲜是这次去的最贵的餐厅 刷的微信住宿真的超级推荐香格里拉圣淘沙和金沙酒店 我太喜欢了玩的地方最推荐 水上乐园和天际滑车 [偷笑R][偷笑R],2024-02-12,guide,"🧔🏻‍♂️👩🏻👧🏻👧🏻@澳洲 de 日常分享～
育儿/美食/娱乐/购物/旅行❤️
探店博主 生活博主🥳", 育儿博主 vlog博主,10+,100+,1K+
4,https://www.xiaohongshu.com/explore/64ce70ca000000001700f682,刚从新加坡回来，我的旅游感受,64ce70ca000000001700f682,主播kiki,5b40e6f211be10580b991ceb,1691250890000,2758,3,0,0,最重要的事：记得带充电宝、纸巾、现金！汇率约1:5.4，除了酒店，按照自己旅游花费乘以汇率带现金，带预算的一半就行，有些地方可以刷卡和支付宝。换成50新以下的零钱带过去。值得去的景区：付费景区🎡：google搜索新加坡旅游局官网或相应项目、点击购买门票🎫。夜间动物园海洋馆滨海湾花园摩天轮（14:00开）河川生态园新加坡动物园圣淘沙时光之翼焰火表演·免费景区🎏：鱼尾狮、金沙音乐灯光秀（每晚8、9点各一场）、亚洲最南端、甘榜格南—哈芝巷、牛车水、赞美广场、克拉码头、乌节路、滨海花园超级树灯光秀（每晚7:45、8:45各一场）·游客福利🧧🐑1⃣️不要错过新加坡给外国游客的福利（羊毛），包括海洋馆、动物园等多个热门景点，仅需满足以下条件就可以：必须是短期访客须乘✈️抵达首次兑换该福利方法：注册/登陆visit Singaporeguanw账号选择喜欢的项目预约免费体验达到新加坡后验证“i have arrived已到达”保存二维码出示预约码即可2⃣️金沙酒店观景台在金沙shopping mall会员中心办理金沙会员卡，会赠送2张金沙酒店免费的观景门票。出示护照、下载金沙app，补充个人信息验证会员，一个账号最多可预约2人3⃣️圣淘沙岛-亚洲最南端岛圣淘沙岛上后，坐捷运🚇在海滩站（beach station），下车后坐环岛bus shuttle观光车在Tanjong beach下（捷运和观光车都免费），经过pal吊桥，就到了亚洲最南端，可以看到很大的指示牌，两边都有观景台·酒店🏨新加坡的主要景点集中在中央商务区，酒店可以选择乌节路或者武吉士附近，出门步行、搭捷运、坐巴士非常方便；目前汇率大概在5.4:1，1000元在新加坡只能住到国内快捷酒店的水平；而且，新加坡的面积小，房间面积也非常有限，很多五星酒店也只有22平米，床也不大，可以参考香港；星级酒店通常都配有国际转换插头，快捷酒店需要自己准备英标的转换插头。·餐食🍝在国内一定要提前兑换一些新币，新加坡很多食阁的食物既便宜又好吃，人均5到15新币就可以享用一顿不错的食物；吃完食物要将餐具放到回收区，不然会被罚款,2024-02-12,guide,,,10+,1W+,10W+
