username,rating,content,ip_address,time
sunlingqis07,5.0,滨海金沙湾是新加坡必到的地方，鱼尾狮，金沙酒店都是夺人眼球的景色，我们还入住了一晚金沙，价格比较贵，但作为新加坡地标，还是值得一住，房间景色是美不胜收，夜景更是迷人,N/A,04/06/2017
_IVY_,5.0,虽然里面设施没有到达我预期的，但是景色实在太好了！无边游泳池人超多，不过让我什么都不干躺一天在那里我也愿意啊，实在太美好！！,N/A,03/07/2016
子龙糖糖,5.0,滨海湾是新加坡地标之一，也可以说是新加坡最繁华的地区，设计规化非常整洁美丽，夜景尤为绚丽。著名的金沙酒店，滨海湾花园，鱼尾狮公园，大榴莲，飞行者摩天轮都在这一带。,N/A,01/04/2017
whoisangel,5.0,这是一个非常不错的综合的街区。这里有非常棒的酒店，还有百货商城。建议大家可以过来看一下，这里还能买得到很多全球非常知名的奢侈品牌。并且总体的价格比国内还是要优惠很多。关键是这里能够买得到全球最新款。带回国还是非常值得炫耀的。,N/A,02/09/2019
VV云云,4.3,新加坡金沙酒店。这个酒店以其独特的建筑外形闻名世界，而空中泳池是大家慕名而来的主要原因之一。我的确是这样理解的，这个泳池的门票（酒店房票）还真是贵价。2000多元的房间，居然连个浴缸都没有，吃个早餐还要排长龙，也太黑了。 但说到楼顶的无边泳池，真是正到无得弹。由于暴雨，我们足足等了一个小时才能下水，但玩得很尽兴。最大的收获，莫过于小土孩第一次能穿着救生衣独自游泳了。从一定要拖着大人的手，到敢放开手自己划水，一下子觉得他勇敢不少。 在这里，是有钱人的天堂，什么奢侈品牌都有，而我们只有看的份，很多店铺连入的勇气都没有。至于特色手信，还是推荐新加坡本土品牌TWG，虽然在国内也有专卖店，但在新加坡买品种较多，还有这里专有的品种，如singapore  breakfast tea,N/A,07/03/2018
林小阿达,4.3,还是比较值得去的 毕竟是为了无边游泳池～ 我们的屋子面对的是空中花园 景色还是不错的。上午12多就能check in  我们直接带着行李去了房间 稍事休息就直奔顶楼泳池 白天有点晒 不过泳池还是很棒的 晚上的景色也很美 配合着对面大楼的灯光 大楼下面的金沙购物街一些商铺对于金沙住客是有礼物还是什么的 我们当时入住后没来得及逛 退房之后才发现。,N/A,06/02/2016
vvvv,4.3,滨海湾金沙酒店是新加坡奢华新地标，最吸引眼球的是三座55层高的大楼托着顶层的“金沙空中花园”和无边际泳池，很多摄影作品都是以无边际泳池为背景拍摄出来的，也可以从鱼尾狮身像公园远眺，也是颇为壮观的，因此该酒店也被誉为世界十大建筑奇迹之一。,N/A,15/11/2015
sunnycccc,0.0,滨海湾金沙环境很不错 地理位置也很好哦,N/A,09/01/2022
小吥咯咯,0.0,金沙地处新加坡最繁华的区域 非常高大上,N/A,20/07/2021
小吥咯咯,0.0,滨海湾金沙的环境很不错 非常的高级,N/A,09/01/2022
sunnycccc,0.0,环境很不错 也是市区的市中心地点哦,N/A,08/11/2021
sunnycccc,0.0,这里是正式的cbd 都是高楼大厦哦,N/A,06/08/2021
152****6735,5.0,超棒的酒店 无边泳池拍照巨好看 喜欢,N/A,02/08/2021
whoisangel,5.0,这里可是新加坡最繁华的地段在这里，你能够看到非常非常多的全球最有名的品牌奢侈品都在这里。另外，这里也能看到很多新加坡本地的品牌。建议大家带好信用卡，这样买起来也会特别的方便还会有些额外的折扣。,N/A,03/09/2019
小吥咯咯,0.0,滨海湾金沙就是一个中心区域啊！,N/A,05/01/2022
小吥咯咯,0.0,滨海湾金沙是cbd商业中心哦！,N/A,31/12/2021
小吥咯咯,0.0,金沙酒店非常高档 房间也是非常大,N/A,30/10/2021
sunnycccc,0.0,一般游客都会聚集到这里玩的哦！,N/A,11/03/2021
girl__521,5.0,金沙酒店的游泳池更值得去看一下，不过只有住在金沙酒店的客人才可以去。这也是给客人的礼遇了。站在金沙酒店56层平台，可以看到滨海湾花园全景。感觉非常好。,N/A,10/05/2018
sunnycccc,0.0,滨海湾金沙有酒店 也有商场的哦,N/A,20/01/2022
sunnycccc,0.0,滨海湾的景色很不错 金沙很大懂,N/A,04/01/2022
…圉??^_^,5.0,新加坡最具标志性地标金沙酒店就坐落在滨海湾，夜景很美，来一次爱一次。,N/A,21/01/2016
M515shunyi1618,5.0,滨海湾金沙新加坡的最著名也是地标性建筑有点类似于上海的外滩，夜景真的非常漂亮周围大楼林立亮化的非常美，晚上可以过来散散步吹着海风看着夜景很惬意。,N/A,08/04/2019
