username,rating,content,ip_address,time
匿名用户,5.0,非常好玩的景点，推荐情侣以及带小朋友的家人们玩，岛内有小火车直通那里，水族馆中的音乐与鱼在水中游荡的动作相呼应，让人身临其境。适合拍出大片！,新加坡,14/09/2023
匿名用户,5.0,海洋馆知识性和趣味性融合，基本是新加坡自己海域的生物，沉船的设计既尊重历史又有新意，孩子非常喜欢。,新加坡,17/02/2024
OwenHao,5.0,让在外的人，感受到了归家的感觉：这里有住家的可口菜肴，这里有温馨如家的环境，还有那周到齐全的全天候服务。如果有机会，我还会来这里。,新加坡,01/12/2023
OwenHao,5.0,让在外的人，感受到了归家的感觉：这里有住家的可口菜肴，这里有温馨如家的环境，还有那周到齐全的全天候服务。如果有机会，我还会来这里。,新加坡,01/12/2023
320****436,4.7,和上海海洋馆差不多，大鱼缸也很大，鱼的种类很多。感觉比上海的鱼多一些。这个不好说。整体可以游玩1-3小时。旁边就是环球影城,福建,14/02/2024
悠莜琦琦,5.0,海洋馆永远是适合大小朋友 家人情侣出行好地方 在新加坡s.e.a海洋馆还能看得到平时我们很难才能看到的深海动物🐬 不需要学会深潜，也能跟他们亲密接触🐠 在指定时间，还能看到饲养员喂养瞬间 凶狠的鲨鱼🦈在饲养员手里都变成乖巧的哈基米🥰,浙江,15/12/2023
M29****8322,5.0,海洋馆真的对中国游客友好，到处都是中文介绍，而且里面非常精彩，我和孩子转了两圈，两个多小时才出来。很多朋友说和国内的大型海洋馆比不了，但是我觉得还是值得一来的。,吉林,06/10/2023
全幼儿园最聪明,3.3,其实没什么好看的 大家可以专注在圣淘沙岛玩环球影城和沙滩里面就是一些国内也有的鱼,广西,06/02/2024
CocoZHY,5.0,虽然不大.但看见了不同的品种,新加坡,13/02/2024
180****1731,5.0,人少的时候去的，适合带娃,北京,14/02/2024
syrh,5.0,不需此行，去新加坡玩儿的非常开心，海洋馆算是必打卡的一站，点赞!,内蒙古,03/01/2024
树下的米,5.0,来新加坡一定要来海洋馆，基本上两个小时就能逛完，如果行程安排紧张可以先海洋馆，在环球安排一天也是可以的。海洋馆10:00开门，环球11:00。孩子非常喜欢这个海洋馆，如果时间可以我觉得我可以在里边呆上一天。就静静地坐在哪里看鱼儿游来游去。还会互动项目可以亲手摸摸海星。 有个压币机孩子自己压了几个纪念币。2新币一个。去世后可以准备点2元纸币。,北京,02/08/2023
壹壹Mom,4.0,海洋馆就在圣淘沙岛上，旁边就是环球影城，馆内不算很大，但是海洋生物种类还是挺多的，有很多生物也是第一次看到。还可以近距离的触摸海星。小朋友觉得很不错，可以去走走。,浙江,16/02/2024
Vivienne,5.0,真的感觉不要太好了！值得体验哦！遗憾没有买海洋馆和海豚园的套票，没能和海豚近距离接触，下次有机会再去一定要弥补这份遗憾呢！,天津,15/02/2024
keepwatchsea,5.0,很多海洋生物，各种鱼类，最喜欢憨态可掬的企鹅，感叹海洋生物的神奇，海洋馆很大，在各种可爱的鱼类的陪伴下不觉疲惫，不虚此行！,吉林,30/12/2023
M43****5625,5.0,在圣淘沙岛上，值得一去，特别适合带小孩一起，可以看到很多神奇的海洋生物，能学到不少知识。 旁边就是环球影城，正好一日游了。,上海,02/01/2024
匿名用户,4.0,去之前有点犹豫，觉得海洋馆大同小异，但是去了之后觉得还是挺值得带孩子游玩，主要海洋物种比较丰富。 虽然里面并不是很大，除了展览外，还有一些关于环保的主题，从小对孩子科普要爱护保护我们赖以生存的地球。,江苏,21/01/2024
_TITH****nz9y5,5.0,Amazing sea life excellently displayed.,泰国,29/11/2023
M50****6432,4.0,挺好玩的，不过没有说的那么夸张，至于说亚洲最大可能是新加坡人说的😀,新加坡,06/01/2024
匿名用户,5.0,很值得去打卡！还看到了海豚～,新加坡,03/11/2023
匿名用户,4.3,如果如果国内上海、珠海等海洋馆，这个新加坡馆实际可以不不用来了，虽美但小，一个小时不到就逛完了，没有太多惊喜动物，海豚都得额外付费才看得到～,新加坡,25/08/2023
Makal,5.0,携程现在无法无天，订单24192235105涉嫌违约欺诈，态度蛮横，拒不退还不合理款项，相关部门都无法处置携程，只能司法诉讼，简直作死。,上海,08/02/2024
手心的小太阳,5.0,整体sea海洋馆比较小，不过孩子玩儿下来，也算是开心，毕竟到了新加坡，各个地方都要体验一下，才是完美。好在交通特别便利，所以既然来了新加坡，还是建议打卡一下,新加坡,05/09/2023
波娜特李泌,4.7,海洋馆最适合夏天遛娃了，既不晒又很凉快。大概玩两小时就够了，里面有各种各样的鱼，值得一去,新加坡,31/08/2023
BVTmeng,5.0,非常非常开心的三个半小时，可以去幕后工作区域看水母养殖，珊瑚培育，毒箭蛙养护（比展示多很多种哦），鬣蜥幕后，还有近距离抚摸海豚，海星，和去参观幕后给黑豚准备食物的厨房，开心又满足。水族馆也许不是呢么大，海豚也是亚洲的品种相对个头小些，但是沉浸在海洋神奇的世界里，听着专业的讲解。非常尽兴。整个导览丝滑,新加坡,06/08/2023
苏念紫,4.0,一般吧很小，两层，很快就逛完了，海洋物种也比较少，比起国内的海昌、长隆或者青岛海洋馆，上海长风或者东方明珠下面的海洋馆，都逊色很多，性价比不高，230买的票。,新加坡,26/11/2023
Tobe,5.0,体验非常好！是旅游的好地方，里面各种各样的鱼非常的多，而且很可爱，水母加上灯光之后，色彩斑斓，五颜六色的。是一次很不错的体验！,江苏,26/09/2023
匿名用户,4.0,有点小，如果去环球影城的话可以顺便一起去，1个小时差不多逛完,阿联酋,12/02/2024
悠莜琦琦,5.0,海洋馆还是比较好找的，靠近河边，就在环球影城对面。检票口就可以扫码进入，很方便。里面的海洋生物非常多，还有摸摸鱼的地方，真实感受，很好玩。,浙江,15/12/2023
203****763,1.7,就是一个普普通通的水族馆，所谓的春节水底舞龙，也是了无趣味，除了鲨鱼通道稍微有点吸引力，其他真的很普通，可参与性也不强，门票还贵，不值,北京,13/02/2024
Julien1978,4.0,一切都还可以,泰国,17/02/2024
匿名用户,4.0,"总体感觉不错。有标本的屋子，冷气开得很足，特别冷。建议带小孩子的游客，多准备个外套。拍出的照片很美。半天时间足够，当天还玩了滑车。如果有体力的话，岛上其他都来得及玩。岛上捷讯免费乘坐，离岛终点vivo城,大商场，有体力可继续逛。",马来西亚,20/09/2023
吃喝玩乐的西瓜瓜,5.0,【景色】各种海洋生物品种齐全，开眼啦！ 【趣味】赏心悦目，能学到很多知识的！ 【性价比】价格合适的，有很大的水族馆呢好看,北京,25/08/2023
竹林外书斋的章鱼鼓手,4.0,环境挺好，就是有点小没什么别的缺点,河北,09/01/2024
安森妈咪,3.0,感觉这个海洋馆好小，我们生活的城市没有临海，但是海洋馆挺大的，像海狮海豹海豚企鹅北极熊鲸鱼都有，这个海洋馆里都没看见，貌似看海豚还要单独另外花钱,印度尼西亚,13/08/2023
beijing-yao,5.0,各方面都非常不错，值得参观游览，景色非常漂亮，参观的游客特别多,北京,09/02/2024
M55****5183,5.0,好玩好看，孩子非常喜欢。入园也很方便，直接耍二维码就入园了。,重庆,05/02/2024
_CFT****42724,3.7,美好的新加坡之旅就被携程给搞的不愉快。 1.25当天下午孩子说要去海洋馆，在海洋馆门口想着看看能不能携程订票就不去排队了。搜了票发现跟现场价格差不多，就想着直接买吧。有大人票，儿童票，家庭套票（两大一小），正好我们是两大一小就直接套票吧，页面也显示可以定当日票，马上就点着下一步买好票。到了门口工作人员说刷不进卡机，一看居然是2.1的票。工作人员问我们在哪买的票，回答刚刚携程买的，工作人员就说那你重新买一下，把那个套票退了。于是马上联系携程退票，客服说要6小时才能回复，我只好重新买票。套票居然没有当天，只好分开定，结果还比套票便宜（这是什么逻辑，不知道携程这么搞网络陷阱有意思吗） 第二天客服告诉我不能退，还疯狂给我打电话，我说自己在新加坡，接电话很贵，让回国后联系，结果30号回国完全没人联系，还是我多次联系客服。携程又说要联系技术，联系海洋馆申请，这不是应该在接到我投诉后就该干的活了吗？拖到2.1也没给我个明确答复，票在退订过程中也不能转卖。 买机票，订酒店都有提前几天可以退改规则，大不了收点手续费就行。网上购物也可以7天无理由退货，这个完全不能退我实在无法理解，非实名制，非特价票。,广东,02/02/2024
320****047,5.0,喜欢海洋馆，距离近 有机会还会去 不过停车在隔壁蛮方便的！！,上海,16/02/2024
M33****2320,5.0,比长隆海洋公园好看，鱼的种类很多场馆很大，离环球影城很近,广东,14/02/2024
137****7563,5.0,非常棒的选择，先去海洋馆再去环球,安徽,17/02/2024
匿名用户,5.0,Good place to visit,泰国,28/12/2023
chengtou,5.0,确实是带孩子游玩学习的好场所,北京,13/02/2024
小张请侬切腻光,5.0,2-3小时的海底漫步，各项设施和解说完备对华语区十分友好，值得一去。,上海,16/12/2023
m52****44,5.0,动物好像没有几年前去的时候多，体型也小，可能是为了环保，里面教育性很强，可以带孩子去接受教育，里面基本都有中午介绍，大人去没什么看头，国内有更不错的,上海,19/11/2023
kyara,4.3,因为小朋友甲沟炎，所以没有下水，海豚非常可爱，岸边虽然互动短，但是很有趣。 198新的照片太贵了，没有下手。,上海,24/01/2024
坡岛逗你玩,5.0,太方便了 比现场买票方便多了,新加坡,08/01/2024
匿名用户,5.0,买票方便，景点集中好逛,吉林,07/02/2024
匿名用户,5.0,馆很大，走一圈步需要走回头路，可以转出来。这点设计很好。去的时候正逢暑假，人很多。潦草走一圈，就结束了。体验感不强.以后有机会，淡季去看看。,湖南,25/08/2023
匿名用户,5.0,大鱼缸贼拉拉霸气,新加坡,04/02/2024
涵淇粑粑,5.0,很精彩，很实惠,广东,30/01/2024
涵淇粑粑,5.0,很精彩，很实惠,广东,30/01/2024
匿名用户,5.0,Worth it,泰国,30/01/2024
M61****117,5.0,很好的体验！！,北京,26/01/2024
阿 穆,5.0,good!!!,辽宁,07/01/2024
M30****8609,5.0,非常好，便捷,湖南,02/02/2024
M32****491,5.0,孩子逛了两遍,新加坡,27/01/2024
Zx321111,5.0,个人还可以吧,海南,24/01/2024
匿名用户,4.7,到了入口才买的，出票很快，带着一岁半小朋友玩完全够玩，不用出室外就能逛完，我自己很喜欢；只是暑假人比较多，场馆不是很大，半天就逛完了,江西,01/09/2023
jufi,4.3,整体还行哦,江苏,05/02/2024
e16****34,5.0,非常不错！,上海,02/02/2024
M61****117,5.0,很好的体验,北京,26/01/2024
Dr.王大龍 ™ 🇻🇺🇬🇼,5.0,可以说是说,上海,01/01/2024
NoAnswer123,5.0,干净，卫生，携程订票比现场还便宜呢，坐123路公交车就能到这个海洋馆，才1块钱的车票，可以先在门口的马来西亚美食街吃点饭，经济实惠,马来西亚,04/10/2023
匿名用户,4.3,曝光携程网抢钱啊！！提前一天下单第二天的门票，立马预约，第二天全天约不上，还不退款，交涉几天各种找条款搪塞不退款，以后再也别用携程了，店大欺客啊！[捂脸][捂脸][捂脸],江苏,19/08/2023
134****1097,5.0,喜欢拍照的可以去，国内这种水准的海洋馆有几个了,新加坡,04/10/2023
匿名用户,5.0,12年前来过一次，和现在没什么大变化，里面的小动物一看就被照顾的很好～整个水族馆不是很大，一小时足够了，感觉很适合亲子出游。,江苏,09/10/2023
匿名用户,4.0,了解海洋知识确实还是不错的，大概2个小时差不多。可以和旁边的环球影城安排在一天玩。,四川,11/02/2024
_CFT01****4699957,5.0,全球最大的海洋馆，沉浸在蓝色的海洋世界中，很享受很惬意，值得一来。 携程订票也很方便，当天拍当天可用，价格也相对实惠点。,新加坡,04/10/2023
匿名用户,4.0,室内遛娃，真的是凉快又省力 海洋馆场地也不大，2小时足以  管内还有体验区，洗手后可以触摸海洋动物 还有很多科普知识 我这个大人都看得津津有味  我最喜欢看的水母~~,上海,06/09/2023
景洪齐桓公,4.0,没有对比就没有伤害，只能说大成都现在确实已经是国际大都市了。,四川,20/01/2024
SQD-blossom,5.0,不错，和孩子一起！,北京,05/08/2023
SQD-blossom,5.0,不错，孩子喜欢。,北京,05/08/2023
John_Du,5.0,其实很小。就是一个空间分出了上下几层。丰富度还是很高的,浙江,18/12/2023
158****0918,4.0,有点小，出来的隧道比进口隧道玻璃干净，更合适拍照。,浙江,06/02/2024
Smile-to-Tracy,4.0,SEA海洋馆很小，1个小时估计就走完了。水母有点多的，其他感觉没啥特别的，里面的兔子冰激淋12新币1个，其他纪念品淘宝价和新币差不多吧，不值得购买，质量也不是很好的样子。,新加坡,01/09/2023
景洪齐桓公,4.0,小朋友去看看，还是可以，物价票价着实贵了一些。,四川,20/01/2024
135****4022,5.0,超级推荐，环境好，趣味性强，还能摸海星,中国香港,13/08/2023
M83****24,4.3,据说是亚洲最大的，里面生物也非常丰富，适合带孩子来。人有点多，里面东西超级贵。,新加坡,10/08/2023
瑛楠,4.0,海洋馆看多了，跟长隆比，没有什么优势,福建,03/02/2024
匿名用户,4.0,有点小，出口隧道比进口隧道合适拍照,浙江,06/02/2024
King-san,5.0,非常不错，值得一去，小孩挺涨知识点,新加坡,02/10/2023
205****195,4.0,地方不大，性价比一般吧。,福建,27/01/2024
smallyuer06,5.0,小朋友玩的特别开心，馆里里面有实验室，女儿说以后姐姐可以去上班,江苏,26/11/2023
TopangaL,5.0,第二次来，舒服，两个小时内可以逛完，接着去水上乐园，比较方便。,广东,28/10/2023
_WeCh****44238,5.0,值得一去 没有动物表演,上海,27/10/2023
匿名用户,4.0,有机会值得一看,上海,16/02/2024
118****444,4.0,有海龙和海牛,江苏,16/02/2024
M36****0116,3.0,一般，没有自我介绍那么震撼，孩子超过12岁就不建议过来了。但是游客安全和管理做的非常好。,澳大利亚,13/12/2023
smallyuer06,5.0,里面有很多以前没有见过的鱼种，知识性特别强！,江苏,25/11/2023
匿名用户,4.0,总的来说内容较少，拍照也不太出片，小鱼很多，有个鲨鱼池，还有个巨大的鱼池还不错,四川,07/08/2023
津霸王,5.0,美丽的海洋世界，奇妙而梦幻，各种海洋生物游戈在大大的玻璃缸中，太壮观了,江苏,20/08/2023
D26****95,5.0,出票方便 比官网便宜 玩的挺开心,北京,19/08/2023
匿名用户,3.7,海洋馆很小，一下子就逛完了,广东,13/08/2023
美肥猪,5.0,就在圣淘沙，环球影城边上,上海,06/11/2023
美肥猪,5.0,就在圣淘沙，环球影城边上,上海,06/11/2023
298****762,5.0,海洋馆虽然不大，还可以！,广东,27/10/2023
匿名用户,3.7,整体一般，不值这个价，不过新加坡物价本来比国内贵，这种海洋馆国内很多地方都做的更好 亮点：水母展馆很漂亮，几个品种的水母真的很美，我拍了视频分享,四川,18/08/2023
135****1312,5.0,值得一去 小朋友很喜欢,上海,17/12/2023
Chilam,5.0,总体来说还是值得一去,广东,03/12/2023
E04****10,5.0,和大连的圣亚差不多,广东,21/11/2023
匿名用户,5.0,很干净，环境很好,湖南,14/12/2023
阿 穆,5.0,very good,广东,04/12/2023
匿名用户,5.0,好地方 值得多去,上海,28/11/2023
雨追的人,5.0,海洋馆非常适合小盆友去，很多鱼在眼前游，小朋友很喜欢，非常推荐。还有很多鱼类的知识贴在墙上，小朋友既可以游玩也可以去了解相关鱼类知识，,北京,12/09/2023
_WeCh****152924,5.0,真的很赞呀！,上海,05/11/2023
匿名用户,5.0,好好好好好好,新加坡,21/10/2023
哈信,4.0,海洋馆还真的不是很大，不过海洋小动物还真的是品种齐全,新加坡,05/10/2023
希洪吉罗德,5.0,新加坡海洋馆，就在著名的度假圣地圣淘沙，可以来逛逛。,天津,13/09/2023
lazzzzzy,5.0,很好看值得,江苏,08/12/2023
部落里的熊,5.0,很不错很好,新加坡,07/12/2023
M14****865,5.0,很值得去玩,河南,28/11/2023
🦦(接好运版),5.0,超棒的环境,新加坡,13/11/2023
leeseabird,5.0,相比之前的海洋馆 这个设施新 还可以和海豚互动,江苏,06/09/2023
_5.颜.6.s,5.0,环境还不错，看到了很多稀奇古怪的海洋生物，学习到了很多的海洋知识，孩子很喜欢看。,浙江,15/08/2023
M27****534,3.0,大家还是要小心分辨携程的点评，这个海洋馆在携程被吹爆，全球前十应该不是因为规模和内容，可能更多基于这个海洋馆的理念，就规模大小和海洋生物种类来说着实和国内稍具规模的海洋馆是没法比的，当然了，来岛上休闲看看还是可以啦,北京,02/08/2023
多啦丘丘,4.0,新加坡是一个适合亲子的国度，毋庸置疑。  因为没有太多土地资源，所以更愿意花心思打造人工景点。S.E.A海洋馆，就在圣淘沙岛上。   🚉交通攻略： 地铁坐到VIVO CITY换圣淘沙捷运，就能在一天里无数次进出圣淘沙岛。新币4元的票价买不了吃亏买不了上当✌   🌟亮点特色： 新加坡SEA海洋馆，号称有全球最大的观景窗。  冲绳那个海洋馆，面积之大已经足够震撼了，圣淘沙号称比它还大，好奇宝宝们自然要瞧一瞧👀  看过了电影《海王》再来看这些海洋生物，会特别带感！🐠🐟🐡🐬  然而最终震撼我的，却是一张丑萌丑萌的脸。它在那头，我在这头，互相张望着，我仿佛看到了一张奥特曼的脸有木有😂😂😂   几小时的流连之后，临别签下我们四人的花名：丘丘、蓓蓓、西西、来来，也算到此一游了,N/A,12/05/2021
qingxinxin,5.0,真的很好玩的海洋馆的哦，不错不错吧,广东,14/09/2023
陈忆玲,5.0,感觉不错哦 我觉得很好 哈哈哈还好还好,上海,12/09/2023
匿名用户,3.7,海洋馆好小，没表演，比香港查太多,新加坡,14/02/2024
小舍儿,5.0,海洋馆不错，表演挺有特色，值得。,山东,17/08/2023
139****8455,5.0,内容浅显，很适合做海洋科普呢 38米长，8米高的全景观赏鱼缸 就算坐着发呆也不错的 也有小得需要用放大镜的小可爱 摇摇摆摆 最可爱的是一直在海底睡觉打呼的eel了,印度尼西亚,07/03/2023
杜一峰,5.0,小朋友非常多，非常好玩的地方。,上海,19/08/2023
luna****302,5.0,很小很精致，新加坡的景点都不大，但是维护的都很新，整体感受是非常舒服的,辽宁,04/08/2023
ya****bs,4.0,喜欢各种鱼类和海洋生物的大小盆友们都值得去，海洋馆很大，水族生物种类也非常多样，不错的消暑地,重庆,03/08/2023
Stchxy,3.7,感觉一般吧,广东,02/08/2023
_WeCh****753555,5.0,旅途路上，总有不期而遇的温暖，在这里，满意只是期待，感动与惊喜才是一直追求的方向。,吉林,15/10/2023
M67****65,5.0,早上10点到达，扫描检了电子票就能进入，很方便。整个场馆很大，各种海洋生物种类丰富。虽然是节假日，但是人也不是很多，挺好的,新加坡,07/04/2023
姜饼熊的旅行,3.3,也许是暑假的原因，人真的太多了，馆并不大，最多也就能逛一两个小时，新加坡什么感觉都很小，环球影城更加小，体验感都很一般。,云南,28/11/2023
M29****0377,5.0,小朋友们特别喜欢，也不是特别累。在巨大的玻璃那里还有潜水员喂食，非常不错！,浙江,26/08/2023
M29****0377,5.0,小朋友们特别喜欢，也不是特别累。在巨大的玻璃那里还有潜水员喂食，非常不错！,浙江,26/08/2023
Roeki Hu,4.3,比较小，但是也还不错，海洋动物不多,新加坡,23/08/2023
M29****0377,5.0,最大的特色是有一面巨大的玻璃，在哪里看各种海洋鱼类游过，感觉特别好。,浙江,26/08/2023
M29****0377,5.0,最大的特色是有一面巨大的玻璃，在那里看各种海洋鱼类游过，感觉特别好。,浙江,26/08/2023
M29****0377,5.0,最大的特色是有一面巨大的玻璃，在哪里看各种海洋鱼类游过，感觉特别好。,浙江,26/08/2023
M42****8975,4.0,很棒符合我们的要求和预期,上海,18/12/2023
300****172,5.0,很方便的软件，太方便了，省了带信用卡的麻烦，下次还是会选择携程。,福建,08/08/2023
Ricky Gyllenhaal,5.0,场馆不大，细微参观也只需要两个多小时，推荐海洋爱好者朋友们去看,新加坡,08/09/2023
_WeCh****823016,5.0,海洋馆很大，娃很喜欢。,江苏,01/08/2023
E00****49,4.0,有点小，2个小时就去逛完了。 没有海豚，没有海豚，海豚要买票去海豚湾。 在改造，估计过1年会更好些吧。,上海,12/08/2023
Liu Hong li,5.0,孩子的乐园,北京,29/07/2023
爱笑的佳人,4.0,习惯性默认好。怪自己没有注意到海洋馆是5点就关门，当我打算去的时候发现已经过了5点。。。565元打水漂了。。。不可改期，也不可退,新加坡,09/08/2023
匿名用户,5.0,带孩子和海豚沟通挺有意思，就是拍照价格有些贵,湖北,20/08/2023
_m13****8976,5.0,说实话，出去就感觉大中国的地大物博了，不过人家真是做的精致，小小的东西圈起来，做成文化，产业，让你不觉得反感，值得我们学习。,北京,31/07/2023
150****7537,5.0,非常值得体验，学到很多小知识，教练和蔼可亲,上海,06/10/2023
dongliang898,5.0,还算不错，但是跟中国的比较也没有多少惊艳！,中国香港,05/08/2023
M10****244,5.0,很好的体验，服务周到，让人难忘，推荐游览,浙江,15/10/2023
pota****o83,4.0,比北京海洋馆好像还小一点，就是个中规中矩的海洋馆，但是胜在室内有空调！！！里面卖的蔬菜卷饼好吃，还有棒棒是彩灯的棉花糖～,北京,03/10/2023
极光小鲸,5.0,去过三次新加坡，海洋馆的体验一次不如一次，感觉每次去浏览范围和路线都在缩小，疫情前去进馆就是整面鲨鱼墙，这次去鲨鱼墙在出馆的地方，还有围栏在改造，整体视觉冲击大不如前。不过相比国内的海洋馆，特别喜欢海洋生物或者亲子游还是推荐这个景点的。,上海,15/05/2023
蓓利,5.0,新加坡的S.E.A海洋馆是亚洲最大的海洋馆，在圣淘沙岛上，靠近环球影城。海洋馆设有49个生态区，适合全家带着孩子前来观赏领略海洋世界的缤纷多彩。  一进门就是一艘大船的模型非常夺人眼球，这艘大船是按历史上郑和下西洋时所驾之船搭建的，新加坡人清楚的将郑和七下西洋的历程以及其深刻的意义告诉了来自世界各地的游客们，更表达了中华文明一定可以重塑往日的辉煌的信心！  进去馆内参观，馆内的海洋生物是按地理位置来分布，逛完整个海洋馆等于完成了跨越全球的海洋旅程。海洋馆最大的看点是它拥有全球最大的海洋之窗，长36米、高8.3米的全球最大水族观景窗。站在巨大的玻璃窗前，看着各种各样的知名或不知名鱼类在你眼前飞舞，你会被奥妙神奇的海中奇境所震撼。  海洋馆还有几大强力推荐，有看似植物，实为细胞动物的五彩珊瑚；有俗称魔鬼鱼但却性情温驯的巨大生物鬼蝠魟；有凶猛的海鳝、有摇曳犹如一幅水墨画的发光水母、有北太平洋巨型章鱼、有“长鼻子”的海龙等。  交通：乘坐地铁东北线或环线在港湾站下车，然后进入怡丰城购物中心3楼，换乘圣淘沙捷运在滨海站下车。,N/A,27/07/2017
小狐狸,5.0,海洋馆，据称亚洲最大观景窗，果然很多展馆，进门就是沉船宝藏处自在悠游的景象，然后叶海马海鳗圆鳗蜘蛛蟹，各种色彩斑斓的鱼类，还可以抹海星和海参，切实感受。在大中午外面玩什么都会很热的时候选择到这里玩，很明智。趣味性和性价比真的好棒。推荐,N/A,30/06/2017
138****4408,4.7,虽然规模没有想象中那么大，随便逛逛看看一个小时也能逛完，但是用心游览的话，还是有很多值得欣赏的，从格局、布景、灯光、音乐、体验等方面都是经过了精心安排，最重要的是海洋生物多样性充分展现出来了，五颜六色的海藻点缀着貌似单调的蓝色世界，纯净的水母又表达出蓝色海洋的安静深沉，站在观景视窗前不知不觉会看很久，看着鱼儿简单的游来游去就能放空自己……,N/A,30/06/2017
小野Planet,5.0,算是圣淘沙必去景点之一了。去过珠海长隆之后，并不觉得很惊艳，但是也绝对是全球顶尖海洋馆了吧。 1.郑和下西洋 算是非常有特色的陈列，历史重现的展品，巨型轮船的高度还原。可以看到轮船的侧切面，里面放了好多动物和粮食啊，家居啊，蛮惊人的。体现了人文历史，这是这座海洋馆的特别之处。 2.巨型水墙 这个没有看过的还是建议去看，非常的壮观。当然我觉得比珠海的还略小了，而且鱼没有那么多，鲸鱼那种大型的鱼，略少一些，感叹中国富强，地大物博啊！水墙前面二层楼还有给孩子画画涂鸦的桌椅，非常人性化。 3.海洋生物 中规中矩的海洋馆，适合带孩子去游玩，海洋生物品种也很齐全。不是节假日的话，人并不多。 4.位置 就在环球影城的大门正对着的方向，再走十分钟就到了，电子票直接刷条形码，不像国内一些团购还要还票神马的。提前买票比较优惠哦。,N/A,25/05/2017
juki235,5.0,S.E.A海洋馆是亚洲最好的海洋馆，这里进门先是展示了郑和下西洋的用船，以及船载的货物模型。进去的水族馆真的是非常的精彩，各式各样的海洋生物种类繁多，目不暇接。里面还有餐厅，可以一边观看水族箱内的鱼类，一边吃着美味的菜肴，绝对非常的享受。,N/A,14/01/2017
